;0
23760000;0.000018175
23846400;0.000018593
23932800;0.000018822
24019200;0.000019017
24105600;0.000019294
24192000;0.000019792
24278400;0.000020271
24364800;0.000020277
24451200;0.000020135
24537600;0.000019573
24624000;0.00001573
24710400;0.000011195
24796800;0.000010217
24883200;0.00001214
24969600;0.000014258
25056000;0.000014554
25142400;0.000015543
25228800;0.000016545
25315200;0.00001633
25401600;0.00001509
25488000;0.000012963
25574400;0.000009496
25660800;0.000008439
25747200;0.000009331
25833600;0.000010358
25920000;0.000010751
26006400;0.000010941
26092800;0.000012678
26179200;0.000013504
26265600;0.000012967
26352000;0.000013638
26438400;0.000013226
26524800;0.000013086
26611200;0.000013775
26697600;0.000014336
26784000;0.00001494
26870400;0.000015179
26956800;0.000014866
27043200;0.000013036
27129600;0.00001054
27216000;0.000010792
27302400;0.000012133
27388800;0.000012591
27475200;0.000011908
27561600;0.000013148
27648000;0.000014481
27734400;0.000015416
27820800;0.000015775
27907200;0.000016102
27993600;0.000016466
28080000;0.000016624
28166400;0.000017389
28252800;0.000018477
28339200;0.000018891
28425600;0.000017254
28512000;0.000015082
28598400;0.000013605
28684800;0.000013687
28771200;0.000015032
28857600;0.000016324
28944000;0.000015909
29030400;0.000014766
29116800;0.000013186
29203200;0.000014114
29289600;0.000015262
29376000;0.000016185
29462400;0.000017213
29548800;0.000017679
29635200;0.00001838
29721600;0.000018593
29808000;0.000017605
29894400;0.00001732
29980800;0.00001576
30067200;0.000013489
30153600;0.000011117
30240000;0.000009665
30326400;0.000010034
30412800;0.000011201
30499200;0.000012299
30585600;0.000012182
30672000;0.000012055
30758400;0.000011753
30844800;0.000010258
30931200;0.000011278
31017600;0.000012858
31104000;0.000012724
31190400;0.000013464
31276800;0.000011957
31363200;0.000009984
31449600;0.000010804
31536000;0.000010518
